,Unnamed: 0,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
0,0,078661306.jpg,-1,-1,-1,-1,102,308,171,304,-1,-1,-1,-1,137,306,163,134,165.6605,122.6927,192.3395,9.307299999999998,62,301,47,224,96,135,229,132,240,198,232,250,3.4944527468546487,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,036450096.jpg,-1,-1,-1,-1,54,247,-1,-1,-1,-1,-1,-1,-1,-1,121,120,119.67679999999999,105.66489999999999,110.32320000000001,4.335099999999997,238,251,157,216,84,131,157,109,144,190,132,239,3.0528150943023062,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,098876041.jpg,-1,-1,-1,-1,146,554,268,550,-1,-1,-1,-1,207,552,182,243,170.67859999999996,152.4286,152.32140000000004,5.571399999999997,16,531,57,444,72,256,291,229,328,399,345,513,4.44,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,059385436.jpg,-1,-1,-1,-1,81,547,214,545,-1,-1,-1,-1,148,546,165,229,163.62509999999997,159.5658,160.37490000000003,-4.565799999999996,123,400,24,419,61,218,268,239,232,429,317,392,4.924914618549239,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,039940030.jpg,-1,-1,230,718,219,524,343,521,370,708,-1,-1,281,523,281,230,274.3593,187.7265,246.64069999999998,11.273499999999999,42,534,122,410,176,234,385,226,412,393,405,433,5.3585072548238655,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,083553928.jpg,-1,-1,136,712,109,522,233,516,280,710,-1,-1,171,519,204,222,213.42999999999995,193.0813,269.57000000000005,20.9187,71,340,32,359,102,199,305,245,284,417,253,394,5.432541946455637,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,072987401.jpg,-1,-1,-1,-1,96,507,224,513,-1,-1,-1,-1,160,510,156,216,160.96310000000005,188.0684,194.03689999999995,1.931600000000003,129,513,46,391,50,205,261,226,302,400,350,567,5.671571210872698,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,074927534.jpg,-1,-1,-1,-1,204,494,314,484,-1,-1,-1,-1,259,489,282,195,296.74109999999996,164.57979999999998,377.25890000000004,-1.5798000000000059,150,258,36,281,175,167,388,223,444,382,394,310,5.53921871747271,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,019613935.jpg,-1,-1,-1,-1,109,496,171,504,-1,-1,-1,-1,140,500,102,242,101.80629999999996,186.4212,101.19370000000004,10.578800000000001,438,388,262,407,82,262,121,221,177,330,245,285,5.275307005284149,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,046832431.jpg,-1,-1,-1,-1,94,496,232,498,-1,-1,-1,-1,163,497,180,218,182.42190000000005,195.83030000000002,203.57809999999995,2.169700000000006,143,460,23,411,77,212,282,223,269,411,271,454,5.844381917705243,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,086182813.jpg,-1,-1,-1,-1,82,499,204,518,-1,-1,-1,-1,143,509,184,232,190.88800000000003,173.5508,212.11199999999997,-6.550800000000002,82,379,32,431,92,226,276,238,258,449,183,381,5.440435276703512,"standing, arts and crafts, sand painting, carving, weaving",miscellaneous
0,0,050403801.jpg,492,476,205,551,387,389,447,389,329,602,521,526,417,389,222,110,216.0,109.0,31.0,89.0,112,385,203,323,232,87,211,133,222,367,186,513,5.5680517238976845,laying or removing carpet,home repair
0,0,068345274.jpg,326,605,62,645,287,481,372,506,-1,-1,411,655,330,494,275,165,274.8898999999999,164.7435,199.1101,-11.743500000000001,74,467,188,361,241,161,308,169,227,355,64,473,5.762049635329428,laying or removing carpet,home repair
0,0,058793373.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,253,434.4855,234.125,282.5145,21.875,-1,-1,255,476,325,250,571,256,551,562,-1,-1,7.831395277982078,laying or removing carpet,home repair
0,0,084235679.jpg,238,609,-1,-1,388,441,482,446,217,667,-1,-1,435,444,286,126,240.9215999999999,116.1535,38.07839999999999,71.8465,184,493,213,326,264,154,308,98,428,334,256,454,6.228774518314174,laying or removing carpet,home repair
0,0,028456084.jpg,980,525,628,604,806,300,835,291,659,624,982,566,821,296,418,131,403.79690000000005,129.9386,151.2031,111.06139999999999,90,570,268,401,401,113,434,149,467,424,452,612,7.598947295514028,laying or removing carpet,home repair
0,0,004283732.jpg,407,353,379,93,574,161,602,233,481,474,730,391,588,197,291,127,298.3695,129.6411,110.63049999999998,62.358900000000006,109,353,218,260,302,84,280,170,215,357,100,447,5.982935734236162,laying or removing carpet,home repair
0,0,067579096.jpg,498,358,535,200,678,255,703,271,476,463,715,398,691,263,464,99,432.10699999999997,94.74759999999998,240.89300000000003,69.25240000000002,362,358,473,231,507,69,421,128,269,265,129,342,5.787185844605303,laying or removing carpet,home repair
0,0,041469015.jpg,169,435,40,215,296,324,427,316,225,298,356,445,362,320,220,176,227.9978000000001,182.1021,77.0021999999999,66.89789999999999,68,422,47,306,113,169,326,182,349,379,235,475,5.697763771866994,laying or removing carpet,home repair
0,0,012409688.jpg,211,522,134,390,336,404,454,407,233,366,375,541,395,406,174,201,164.65010000000007,170.6467,114.34989999999993,7.35329999999999,28,380,50,322,89,224,259,178,211,318,60,378,5.125952789482167,laying or removing carpet,home repair
0,0,041990755.jpg,219,691,90,738,146,469,292,548,216,803,357,685,219,509,222,255,221.1944000000001,233.06849999999997,213.8055999999999,31.9315,138,363,23,433,82,228,362,282,396,466,273,584,6.038182508006859,laying or removing carpet,home repair
0,0,019423293.jpg,44,390,-1,-1,50,205,114,200,31,303,47,422,82,203,65,56,59.5704,45.14080000000001,21.4296,-31.1408,-1,-1,-1,-1,20,58,110,53,70,109,-1,-1,2.5585620961782416,chopping wood,lawn and garden
0,0,041555953.jpg,148,609,90,533,152,326,250,312,214,481,229,611,201,319,139,100,146.94090000000006,106.4574,40.0591,19.542599999999993,107,278,90,227,78,134,200,65,221,183,134,231,4.132811149810744,chopping wood,lawn and garden
0,0,038433903.jpg,-1,-1,83,609,152,352,232,348,263,520,-1,-1,192,350,98,160,99.1289999999999,162.2035,34.871000000000095,36.796499999999995,255,321,148,326,38,208,158,111,255,199,313,268,4.227339588914048,chopping wood,lawn and garden
0,0,073839164.jpg,84,468,145,351,92,235,103,229,153,344,154,448,98,232,129,90,139.4855,76.1138,192.5145,5.886200000000002,215,200,156,200,156,115,102,64,94,137,161,160,2.64,chopping wood,lawn and garden
0,0,077421556.jpg,26,574,67,428,51,220,18,220,63,430,90,570,35,220,97,98,110.0,72.0,156.0,-14.0,146,196,157,210,140,119,53,76,53,182,128,190,2.9136039538688165,chopping wood,lawn and garden
0,0,060702865.jpg,224,351,202,255,155,158,110,163,104,247,29,343,133,161,171,34,165.10950000000003,42.48230000000001,201.89049999999997,-10.48230000000001,264,128,224,96,194,24,147,43,183,126,253,139,1.9344952830131168,chopping wood,lawn and garden
0,0,002268684.jpg,162,345,159,258,130,149,91,124,80,234,22,337,111,137,222,59,228.87130000000002,57.86829999999998,300.1287,46.13170000000002,261,202,231,156,220,74,223,44,232,137,258,178,2.166523482448321,chopping wood,lawn and garden
0,0,093102228.jpg,108,383,100,288,89,184,62,184,63,274,50,362,76,184,170,90,188.24829999999997,78.17509999999999,276.7517,20.824900000000014,132,234,145,152,184,93,156,86,121,139,131,186,3.1638154181304574,chopping wood,lawn and garden
0,0,041983878.jpg,-1,-1,210,604,141,317,53,330,97,604,105,768,97,324,243,74,214.765,97.03379999999999,309.2349999999999,19.966200000000015,413,300,364,254,318,63,168,85,188,200,259,310,3.657540156990761,chopping wood,lawn and garden
0,0,088971372.jpg,-1,-1,466,931,249,680,96,677,-1,-1,-1,-1,173,679,390,282,400.70180000000005,238.90370000000001,453.29819999999995,27.096300000000014,537,650,506,534,491,329,289,234,378,488,527,622,6.5472070381193825,chopping wood,lawn and garden
0,0,043736129.jpg,-1,-1,186,886,111,562,106,559,177,850,-1,-1,109,561,196,225,216.68399999999997,205.55450000000002,342.31600000000003,87.44550000000001,282,526,216,405,208,197,183,252,210,433,383,507,5.1729883046455845,chopping wood,lawn and garden
0,0,007534412.jpg,-1,-1,163,732,136,404,166,419,244,695,-1,-1,151,412,318,176,340.4066,159.9774,474.5934,64.02260000000001,473,539,415,353,340,164,295,188,259,344,322,431,4.948948979328843,chopping wood,lawn and garden
0,0,094663873.jpg,-1,-1,-1,-1,321,825,209,785,-1,-1,-1,-1,265,805,293,309,340.74429999999995,226.9327,462.25570000000005,18.067300000000003,526,788,479,676,439,338,147,279,42,490,191,528,7.24919195496988,chopping wood,lawn and garden
0,0,092053523.jpg,-1,-1,214,857,130,533,104,510,176,869,-1,-1,117,522,239,241,285.3111,193.454,417.6889,57.54599999999999,303,574,219,403,295,232,182,250,219,475,329,504,5.691695002369679,chopping wood,lawn and garden
0,0,068443269.jpg,193,816,193,646,190,449,225,441,251,603,265,741,208,445,178,205,218.2455,178.10520000000002,345.7545,92.8948,124,396,33,305,134,215,222,194,209,290,275,343,4.600806885753847,chopping wood,lawn and garden
0,0,046789253.jpg,136,645,128,530,118,397,205,387,215,544,233,694,162,392,116,148,105.83770000000004,136.3181,19.16229999999996,36.6819,41,387,33,291,29,188,203,107,255,225,265,320,3.9618177646126034,chopping wood,lawn and garden
0,0,009285947.jpg,111,461,118,351,169,232,243,234,195,378,198,526,206,233,149,98,153.15790000000004,108.7844,112.84209999999996,4.215599999999995,18,251,60,182,89,94,208,102,153,219,71,269,3.3621421742692563,chopping wood,lawn and garden
0,0,079074812.jpg,152,666,142,506,151,349,211,347,268,538,338,673,181,348,127,144,111.06590000000006,127.2886,19.934099999999944,31.711399999999998,71,296,78,233,56,157,197,130,316,160,218,249,3.9618177646126034,chopping wood,lawn and garden
0,0,007547791.jpg,207,542,197,393,229,272,304,264,269,451,-1,-1,267,268,189,91,175.22109999999998,86.94739999999999,49.77890000000002,50.05260000000001,22,207,110,115,161,70,217,111,142,199,72,201,3.922660321771438,chopping wood,lawn and garden
0,0,006860098.jpg,94,684,76,564,67,386,177,395,177,589,-1,-1,122,391,160,149,160.47249999999997,128.5647,163.52750000000003,-3.5647,8,226,54,222,83,128,236,169,225,299,135,262,3.964942370325197,chopping wood,lawn and garden
0,0,053738384.jpg,193,528,163,417,187,282,246,281,238,451,243,593,217,282,195,116,189.08759999999995,103.9844,138.91240000000005,2.015599999999999,78,270,118,217,129,122,260,109,310,210,264,311,3.4093518445593154,chopping wood,lawn and garden
0,0,016012824.jpg,90,318,91,222,154,131,135,153,98,240,115,326,145,142,65,28,66.44889999999998,28.800099999999986,-3.4488999999999805,-9.800099999999986,71,156,101,97,83,20,46,36,13,107,37,150,2.3954356597496,chopping wood,lawn and garden
0,0,042311343.jpg,316,553,246,419,332,237,425,224,357,385,438,561,379,231,253,85,235.14710000000002,84.1696,98.85289999999998,77.8304,194,214,270,183,227,110,279,59,332,183,221,243,4.093249076222946,chopping wood,lawn and garden
0,0,016051542.jpg,90,332,89,234,50,119,20,110,42,248,54,332,35,115,108,50,103.20830000000001,50.09039999999999,165.7917,48.90960000000001,144,118,138,129,127,55,89,44,78,107,86,163,1.8778370536337812,chopping wood,lawn and garden
0,0,007691064.jpg,91,203,74,136,103,95,91,92,57,139,79,192,97,94,64,35,55.63990000000001,31.50399999999999,17.36009999999999,15.49600000000001,58,80,84,59,70,34,58,36,66,69,27,79,1.244765038069434,chopping wood,lawn and garden
0,0,025756773.jpg,48,389,53,308,63,220,134,230,122,319,107,405,99,225,117,76,117.05380000000002,75.3095,122.94619999999998,-0.30951999999999996,49,196,27,147,54,78,180,74,205,135,196,192,2.275448087740083,chopping wood,lawn and garden
0,0,054389842.jpg,78,297,83,221,85,146,147,144,151,225,153,309,116,145,88,64,90.7695,69.53899999999999,57.230500000000006,2.4609999999999985,24,178,36,125,47,69,129,59,125,131,84,170,2.249863995889529,chopping wood,lawn and garden
0,0,073955115.jpg,51,327,53,268,60,181,100,177,108,262,113,330,80,179,78,80,79.03879999999998,85.9211,66.96120000000002,17.078899999999997,37,178,21,131,42,79,114,80,128,133,92,170,2.0968090041775382,chopping wood,lawn and garden
0,0,060500306.jpg,88,440,82,361,78,279,144,276,155,385,177,459,111,278,107,103,102.99000000000001,92.3736,71.00999999999999,7.6264,10,160,45,152,63,103,151,103,168,189,113,254,2.717410532105887,chopping wood,lawn and garden
0,0,039212785.jpg,32,335,31,265,35,193,89,202,86,248,79,342,62,198,91,83,91.77359999999999,77.1207,100.22640000000001,12.8793,80,129,24,112,57,72,125,94,130,137,126,167,1.9438518462063918,chopping wood,lawn and garden
0,0,011832407.jpg,-1,-1,80,410,83,278,135,273,145,403,-1,-1,109,276,92,121,92.6756,99.2121,95.3244,13.7879,94,191,15,191,35,120,148,122,177,183,185,162,2.5639594380566946,chopping wood,lawn and garden
0,0,090728956.jpg,-1,-1,574,544,437,197,289,197,264,600,-1,-1,363,197,382,67,327.2741,57.87900000000002,484.7258999999999,84.12099999999998,521,290,512,184,453,79,310,54,56,184,16,249,4.788706714761304,chopping wood,lawn and garden
0,0,092102952.jpg,-1,-1,143,752,180,431,218,431,235,749,-1,-1,199,431,351,66,329.4178,73.8767,509.58219999999994,8.1233,444,485,387,328,401,81,301,50,269,276,335,477,5.7536464959189155,chopping wood,lawn and garden
0,0,053510678.jpg,50,249,45,181,46,111,94,109,107,179,112,256,70,110,65,44,70.01429999999999,57.3716,50.98570000000001,6.628399999999999,4,68,-2,78,35,38,94,50,107,105,101,150,1.6258117972262345,chopping wood,lawn and garden
0,0,051150836.jpg,14,250,27,181,12,102,66,125,77,177,71,250,39,114,69,51,71.6694,47.99690000000001,106.3306,9.003100000000003,64,99,34,79,45,33,93,68,93,110,89,151,1.5651606946253154,chopping wood,lawn and garden
0,0,026567847.jpg,21,259,23,186,35,120,72,121,98,179,107,248,54,121,60,50,60.59809999999999,45.5569,66.40190000000001,2.443100000000001,31,101,11,77,32,42,87,57,93,96,83,122,1.3050793079349623,chopping wood,lawn and garden
0,0,093579983.jpg,65,290,58,219,74,146,127,149,116,214,114,313,101,148,51,74,48.62009999999998,71.4297,3.3799000000000206,22.570300000000003,13,205,24,150,15,95,86,52,126,126,120,172,1.9976305964817416,chopping wood,lawn and garden
0,0,045791917.jpg,51,318,41,249,48,159,94,140,77,266,78,338,71,150,48,62,45.83850000000001,56.8571,21.16149999999999,-1.8571000000000026,17,133,26,102,15,68,80,56,84,127,38,168,1.9106773667995343,chopping wood,lawn and garden
0,0,012759124.jpg,73,284,63,228,66,150,105,149,135,197,160,249,86,150,77,59,77.3716,57.9049,95.6284,4.095100000000002,36,121,2,88,36,49,117,69,114,117,71,145,1.7046759222796577,chopping wood,lawn and garden
0,0,043270491.jpg,41,324,67,238,22,147,57,151,69,225,65,280,40,149,53,57,53.90639999999999,56.11250000000001,100.09360000000001,10.887500000000003,76,174,37,143,38,66,67,48,83,90,113,110,1.9392534646095128,chopping wood,lawn and garden
0,0,012705325.jpg,50,192,43,122,24,43,63,43,84,117,92,180,44,43,88,45,79.90949999999998,40.86070000000001,139.09050000000002,71.13929999999999,74,162,44,115,53,60,122,30,129,87,125,137,1.9943119114120536,chopping wood,lawn and garden
0,0,050253168.jpg,42,307,37,247,56,168,79,163,79,235,77,307,68,166,66,68,69.60739999999998,56.19399999999999,84.39260000000002,7.805999999999997,11,173,11,126,32,69,100,66,109,116,98,143,1.5178932768808222,chopping wood,lawn and garden
0,0,056127551.jpg,130,543,118,408,122,302,204,293,187,430,240,509,163,298,156,97,151.07439999999997,91.21530000000001,74.92560000000003,1.7846999999999866,38,247,70,175,103,98,209,96,166,194,79,286,3.5237525452278846,"yard work, general",lawn and garden
0,0,033775576.jpg,86,457,74,293,191,262,266,277,126,325,95,471,229,270,195,110,192.00739999999996,105.17849999999999,125.99260000000004,-1.1785000000000139,54,224,102,180,167,101,223,118,134,229,74,257,3.7553673588611813,"yard work, general",lawn and garden
0,0,007165061.jpg,182,374,166,244,271,227,281,241,144,273,132,395,276,234,207,74,214.07640000000004,80.279,128.92359999999996,4.721000000000004,60,210,122,160,197,75,216,73,161,181,113,220,3.4152598729818493,"yard work, general",lawn and garden
0,0,094350354.jpg,128,391,109,244,210,251,268,254,179,273,138,415,239,253,213,78,227.12290000000007,92.9536,147.87710000000004,9.046400000000006,63,205,111,157,179,78,246,78,181,189,99,227,3.4624107208706483,"yard work, general",lawn and garden
0,0,077335311.jpg,122,408,141,274,278,235,266,262,102,291,102,428,272,249,199,94,209.02189999999996,102.70760000000001,127.97810000000004,32.29239999999999,54,223,131,175,208,84,189,103,138,190,74,252,3.220832190599193,"yard work, general",lawn and garden
0,0,057135157.jpg,259,378,286,262,321,320,234,399,21,388,195,459,278,360,239,142,200.82010000000002,126.18979999999999,50.179899999999975,63.81020000000001,576,275,443,200,307,115,170,169,216,339,148,475,4.891350733693097,skateboarding,sports
0,0,014997702.jpg,117,315,177,346,266,307,347,288,349,327,324,315,307,298,329,200,321.15380000000005,159.4294,295.84619999999995,28.5706,204,447,248,338,219,234,438,166,529,300,597,460,3.998503720143324,skateboarding,sports
0,0,078391238.jpg,297,63,421,29,141,71,113,151,303,313,427,337,127,111,87,146,92.32639999999998,154.85340000000002,155.67359999999996,260.14660000000003,267,215,195,179,121,85,53,207,41,369,135,349,3.686403124998676,skateboarding,sports
0,0,033244772.jpg,193,456,310,439,592,410,561,311,381,214,174,80,577,361,729,150,728.8926,157.4119,731.1074,4.588099999999997,769,464,836,363,805,173,652,127,668,276,687,439,4.585193561890272,skateboarding,sports
0,0,059134259.jpg,52,163,79,287,153,403,52,399,12,289,11,150,103,401,24,464,13.081699999999955,460.6145,-94.08169999999996,427.3855,98,426,161,479,56,475,-8,452,-16,355,-24,281,3.3659090896814186,skateboarding,sports
0,0,071563924.jpg,335,317,232,256,184,183,125,201,157,272,226,294,155,192,107,85,109.38080000000002,94.67199999999997,88.61919999999998,10.327999999999975,191,171,232,135,160,70,54,100,35,179,29,268,2.6058518760666347,skateboarding,sports
0,0,088904212.jpg,799,532,576,356,369,439,425,385,638,242,853,4,397,412,239,238,234.0424,208.2543,204.9576,33.7457,72,596,61,449,136,240,342,236,349,366,415,571,5.307473975442555,skateboarding,sports
0,0,083578744.jpg,276,403,324,320,208,235,176,268,299,343,355,419,192,252,178,122,177.14839999999998,122.8516,226.85160000000002,73.1484,255,17,230,48,203,99,153,144,95,215,58,262,2.1087247331029246,skateboarding,sports
0,0,060830903.jpg,-1,-1,148,351,332,351,338,322,129,314,-1,-1,335,337,462,139,461.8661,137.9663,444.1339,1.0337000000000103,537,434,539,289,479,155,444,122,448,254,388,353,4.142277634345627,skateboarding,sports
0,0,038839318.jpg,57,428,115,297,94,225,168,224,249,294,190,411,131,225,192,92,189.19230000000005,93.0726,283.80769999999995,56.927400000000006,59,56,28,56,137,69,247,115,208,152,249,214,3.038536489825323,skateboarding,sports
0,0,050320467.jpg,108,105,240,211,362,316,341,413,159,455,93,498,352,365,462,203,450.0914,185.2495,367.9086,62.75049999999999,635,496,589,353,523,192,401,213,445,360,399,506,4.425381339500585,skateboarding,sports
0,0,033222776.jpg,139,149,113,109,148,135,129,141,75,127,52,201,139,138,90,51,92.48149999999998,50.7518,27.518500000000017,57.2482,128,26,120,11,104,31,75,71,36,103,23,76,1.9586117532579042,skateboarding,sports
0,0,099980514.jpg,110,216,134,155,92,106,91,108,122,162,91,209,92,107,109,42,118.2568,32.7432,150.7432,0.25679999999999836,29,39,62,42,103,41,114,43,82,36,73,34,1.378277185474678,skateboarding,sports
0,0,020849447.jpg,98,284,52,207,95,147,145,144,130,199,153,296,120,146,95,72,94.77690000000001,69.86789999999999,86.22309999999999,-11.867899999999992,10,215,16,141,45,77,145,67,202,131,217,187,2.4654670957041787,skateboarding,sports
0,0,016284658.jpg,60,251,76,211,57,149,89,126,134,192,155,247,73,138,34,87,29.556100000000015,102.72460000000001,51.443899999999985,25.27539999999999,38,240,9,203,11,121,57,53,94,24,121,35,2.414476340741404,skateboarding,sports
0,0,004234975.jpg,95,353,112,264,121,159,156,166,190,275,188,354,139,163,164,61,162.1585,64.1115,194.8415,8.888499999999993,29,69,82,64,135,55,192,67,209,55,237,33,1.9250932444949256,skateboarding,sports
0,0,055881723.jpg,100,357,175,249,60,245,113,233,219,243,228,378,87,239,83,89,83.20499999999998,92.44409999999999,77.79500000000002,1.5559000000000083,113,208,26,222,33,110,132,67,238,55,321,28,2.7314699339366704,skateboarding,sports
0,0,054457209.jpg,190,220,207,156,135,112,131,111,105,176,34,199,133,112,189,52,192.5,46.89999999999998,220.5,6.100000000000023,162,123,142,85,185,49,193,54,229,58,260,55,1.4845120410424428,skateboarding,sports
0,0,020523393.jpg,171,443,191,328,154,215,162,205,211,303,120,368,158,210,253,104,236.59069999999997,104.0,305.40930000000003,104.0,86,35,150,62,212,93,293,114,337,124,388,121,2.0645580640902303,skateboarding,sports
0,0,069532941.jpg,155,246,193,149,106,118,109,126,167,215,116,296,108,122,169,38,166.95770000000005,38.7321,224.04229999999995,18.267899999999997,21,88,75,52,141,34,196,42,237,70,272,62,1.8192569911917336,skateboarding,sports
0,0,074110704.jpg,147,303,154,186,109,45,66,51,80,194,32,288,88,48,186,13,204.27919999999995,25.816399999999987,254.72080000000005,61.18360000000001,231,102,215,27,196,16,176,9,135,32,119,66,1.8481558375851317,skateboarding,sports
0,0,025909821.jpg,163,365,120,272,125,129,70,129,64,270,93,354,98,129,41,50,37.015300000000025,34.06110000000001,53.984699999999975,101.93889999999999,115,89,112,27,57,47,24,52,-21,57,28,83,2.0990054787922783,skateboarding,sports
0,0,099047167.jpg,106,310,80,239,127,156,107,141,43,214,69,304,117,149,69,46,63.59870000000001,46.154300000000006,4.401299999999992,47.845699999999994,122,99,105,83,74,50,64,41,94,41,95,46,1.7766485302388877,skateboarding,sports
0,0,037426447.jpg,81,415,58,301,129,215,167,215,148,292,167,415,148,215,145,85,138.1295,79.3365,77.87049999999999,29.6635,33,88,65,139,106,96,183,74,227,152,214,242,2.3427983267878605,skateboarding,sports
0,0,076080167.jpg,337,389,258,342,238,224,267,188,292,252,357,351,253,206,199,76,199.8741,73.26859999999999,222.1259,3.7314000000000007,35,89,86,108,157,79,241,73,298,91,369,95,2.190320524489509,skateboarding,sports
0,0,045272543.jpg,444,773,341,600,537,435,469,432,217,621,394,823,503,434,273,142,279.4652,143.6163,70.53480000000002,91.3837,376,75,493,113,332,100,214,184,196,296,84,361,6.460816047528361,skateboarding,sports
0,0,079334483.jpg,-1,-1,230,920,210,650,341,656,-1,-1,-1,-1,276,653,259,265,264.85760000000005,209.1803,287.14239999999995,-3.1803000000000026,123,662,44,490,99,246,419,284,419,525,431,702,6.4057973742540435,skateboarding,sports
0,0,066775603.jpg,160,589,95,476,145,320,203,330,196,484,268,601,174,325,161,124,154.00940000000003,114.77530000000002,70.99059999999997,5.224700000000013,81,156,35,197,83,123,239,125,321,176,352,284,4.123602308661688,skateboarding,sports
0,0,085477835.jpg,-1,-1,86,1037,154,797,261,803,321,1062,-1,-1,208,800,187,326,168.9873,253.7421,118.0127,49.2579,58,676,163,571,64,359,309,292,380,540,470,769,6.32225782454338,skateboarding,sports
0,0,093921849.jpg,83,584,112,457,64,315,146,322,218,440,192,551,105,319,159,156,138.79110000000003,171.04919999999998,226.20889999999997,105.95079999999999,64,33,18,89,98,137,220,175,295,214,341,260,3.2698183435781263,skateboarding,sports
0,0,057998332.jpg,96,551,59,436,78,313,162,340,171,497,201,651,120,327,179,167,173.94090000000006,178.83839999999998,234.05909999999994,38.16159999999999,81,328,42,282,88,157,269,176,345,242,389,318,4.589525465666359,skateboarding,sports
0,0,075830571.jpg,89,324,101,222,181,181,210,174,224,186,176,295,196,178,190,78,185.79100000000005,62.679100000000005,169.20899999999995,2.3208999999999946,63,87,112,98,149,90,231,66,279,56,305,10,1.8778370536337812,skateboarding,sports
0,0,065088349.jpg,55,233,45,147,76,140,110,131,154,136,167,216,93,136,71,66,70.21360000000004,64.92089999999999,28.786399999999958,8.079100000000011,39,150,20,110,31,83,110,49,161,42,228,51,2.1100900454719933,skateboarding,sports
0,0,017779834.jpg,91,341,148,222,130,80,145,67,153,190,33,230,138,74,297,41,300.79049999999995,41.3261,386.20950000000005,48.6739,62,15,169,7,272,28,322,54,243,90,190,128,2.5720342143914032,skateboarding,sports
0,0,005123954.jpg,84,324,104,278,156,206,209,211,190,303,168,405,183,209,167,80,167.173,76.45320000000001,170.827,1.5468000000000046,52,190,99,150,134,97,199,62,250,79,273,48,2.249863995889529,skateboarding,sports
0,0,068296159.jpg,221,475,186,360,253,233,225,222,98,285,78,407,239,228,159,67,162.9087,67.53299999999999,67.09129999999999,54.46700000000001,71,58,124,82,151,62,166,72,195,108,226,158,2.9011225413622217,skateboarding,sports
0,0,025107902.jpg,186,175,110,128,152,76,167,79,115,144,170,193,160,78,87,33,67.49210000000005,28.3262,10.50789999999995,14.6738,107,141,121,85,97,28,77,37,107,96,97,152,1.757907847414079,skateboarding,sports
0,0,049967024.jpg,161,388,161,292,137,180,72,180,85,293,123,402,105,180,103,55,96.41330000000005,43.4332,68.58669999999995,-5.433199999999999,132,185,164,130,147,66,59,43,27,92,13,149,1.6870139299958369,skateboarding,sports
0,0,074674677.jpg,85,231,113,158,45,160,78,136,130,147,131,228,62,148,84,52,88.80190000000005,49.9863,141.19809999999995,28.0137,188,139,150,113,75,54,92,49,90,118,143,122,1.7045069668382116,skateboarding,sports
0,0,056266678.jpg,144,424,104,294,157,215,140,192,43,262,108,367,149,204,108,81,87.66219999999998,74.02700000000002,23.337800000000016,51.972999999999985,125,227,151,158,124,111,92,50,118,99,66,169,2.04,skateboarding,sports
0,0,008330258.jpg,140,106,98,183,127,251,151,106,101,182,156,249,139,179,98,51,74.63220000000001,45.158000000000015,17.36779999999999,30.841999999999985,98,161,121,114,100,50,95,52,74,92,45,140,1.7708032075868845,skateboarding,sports
0,0,018558024.jpg,381,427,314,369,240,307,274,202,189,244,406,341,257,255,112,182,84.18119999999999,182.1842,-11.18119999999999,182.8158,50,362,114,325,87,251,136,112,170,54,-1,-1,2.8609369094756354,skateboarding,sports
0,0,021932818.jpg,138,472,169,358,84,244,69,251,143,358,162,443,77,248,110,103,125.61609999999996,90.3742,188.38390000000004,39.6258,209,98,214,143,125,100,95,106,29,161,40,150,2.421503665080852,skateboarding,sports
0,0,025786425.jpg,50,212,124,122,42,58,15,56,81,104,39,199,29,57,128,92,125.52459999999996,92.4683,204.47540000000004,77.5317,103,238,113,156,150,90,105,93,69,164,49,213,2.4105368696620264,skateboarding,sports
0,0,056540339.jpg,141,49,95,139,53,262,107,280,172,180,233,84,80,271,89,352,80.81199999999995,344.8618,136.18800000000005,393.1382,138,472,136,408,128,347,50,357,11,413,21,467,2.2039528125620107,skateboarding,sports
0,0,050396578.jpg,137,581,76,478,49,337,125,324,101,448,131,589,87,331,127,119,124.05650000000003,126.5796,169.94349999999997,8.4204,59,-20,9,11,66,82,188,156,267,209,347,267,3.8026937820445132,skateboarding,sports
0,0,020316004.jpg,-1,-1,-1,-1,-1,-1,41,307,20,402,11,543,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,75,152,145,206,99,262,3.0687169957492006,skateboarding,sports
